,USA,UK,Italy,Estony
81,https://www.info-clipper.com/en/company/united-states/medivance-inc.usdg6mjk.html,https://www.info-clipper.com/en/company/united-kingdom/jost-limited.gbd3hp09g.html,https://www.info-clipper.com/en/company/italy/sequent-srl.itd76u2kp.html,https://www.info-clipper.com/en/company/estonia/dealum-ou.eed6047k4.html
82,https://www.info-clipper.com/en/company/united-states/vfs-financing-inc.usdrjwcc.html,https://www.info-clipper.com/en/company/united-kingdom/vistra-trust-company-limited.gbd3h3y3i.html,https://www.info-clipper.com/en/company/italy/rothschild-c-wealth-management-italy-societa-di-intermediazio-ne-mobiliare-s.itd79wuzs.html,https://www.info-clipper.com/en/company/estonia/elisa-eesti-as.eed9cu2so.html
83,https://www.info-clipper.com/en/company/united-states/kiplinger-washington-editors-inc-the.usd1xm6a.html,https://www.info-clipper.com/en/company/united-kingdom/vistra-limited.gbd3latny.html,https://www.info-clipper.com/en/company/italy/videndum-media-solutions-spa.itd78hhxk.html,https://www.info-clipper.com/en/company/estonia/markit-eesti-as.eed8986t1.html
84,https://www.info-clipper.com/en/company/united-states/dsw-shoe-warehouse-inc.usd5ayc1.html,https://www.info-clipper.com/en/company/united-kingdom/radiodetection-limited.gbd3lemlv.html,https://www.info-clipper.com/en/company/italy/ama-composites-srl.itd69b0ay.html,https://www.info-clipper.com/en/company/estonia/all-media-eesti-as.eed615x31.html
85,https://www.info-clipper.com/en/company/united-states/ascension-health.usd19x3gk.html,https://www.info-clipper.com/en/company/united-kingdom/cls-capital-partners-limited.gbdbvvs66.html,https://www.info-clipper.com/en/company/italy/feralpi-siderurgica-spa.itd99jp4s.html,https://www.info-clipper.com/en/company/estonia/tarco-vein-as.eedapefa2.html
86,https://www.info-clipper.com/en/company/united-states/ascension-health-alliance.usd1auo32.html,https://www.info-clipper.com/en/company/united-kingdom/cls-holdings-plc.gbdcs1p55.html,https://www.info-clipper.com/en/company/italy/dba-pro-spa.itd5lj15q.html,https://www.info-clipper.com/en/company/estonia/apollo-group-ou.eed8d5lt1.html
87,https://www.info-clipper.com/en/company/united-states/lockton-affinity-llc.usdd370al.html,https://www.info-clipper.com/en/company/united-kingdom/ineos-automotive-limited.gbd3p69qo.html,https://www.info-clipper.com/en/company/italy/fashion-box-spa.itd9citq0.html,https://www.info-clipper.com/en/company/estonia/krm-holding-plus-ou.eed9cp4ke.html
88,https://www.info-clipper.com/en/company/united-states/aspen-technology-services-corporation.usd1bdurd.html,https://www.info-clipper.com/en/company/united-kingdom/j-p-coats-limited.gbd3jgio9.html,https://www.info-clipper.com/en/company/italy/resrei-srl.itd7a7eqd.html,https://www.info-clipper.com/en/company/estonia/ixellion-as.eed8mq2pe.html
89,https://www.info-clipper.com/en/company/united-states/aspen-technology-inc.usd1yncfk.html,https://www.info-clipper.com/en/company/united-kingdom/coats-limited.gbdc4ov2k.html,https://www.info-clipper.com/en/company/italy/cambiaso-risso-marine-spa.itd5lkvdz.html,https://www.info-clipper.com/en/company/estonia/palmako-as.eedapdteg.html
90,https://www.info-clipper.com/en/company/united-states/nighthawk-biosciences-inc.usddpb6h0.html,https://www.info-clipper.com/en/company/united-kingdom/ca-limited.gbd3lhv1x.html,https://www.info-clipper.com/en/company/italy/cambiaso-risso-shipping-agency-srl.itd74f1ck.html,https://www.info-clipper.com/en/company/estonia/omd-estonia-ou.eed9cmid0.html
91,https://www.info-clipper.com/en/company/united-states/lg-energy-solution-vertech-inc.usd1bajw5.html,https://www.info-clipper.com/en/company/united-kingdom/petrofac-limited.gbd3v0ij7.html,https://www.info-clipper.com/en/company/italy/telespazio-spa.itd76havl.html,https://www.info-clipper.com/en/company/estonia/drinkify-ou.eed8mpofd.html
92,https://www.info-clipper.com/en/company/united-states/cambro-manufacturing-company.usd4ywx9.html,https://www.info-clipper.com/en/company/united-kingdom/petrofac-international-ltd.gbd3v674g.html,https://www.info-clipper.com/en/company/italy/asset-company-2-srl.itd78f7vw.html,https://www.info-clipper.com/en/company/estonia/kokkuhoideur-ou.eed8mq87h.html
93,https://www.info-clipper.com/en/company/united-states/aemetis-inc.usdac3ooo.html,https://www.info-clipper.com/en/company/united-kingdom/amazon-eu-sarl-uk-branch.gbd3ndv84.html,https://www.info-clipper.com/en/company/italy/collistar-spa.itd7bv7h9.html,https://www.info-clipper.com/en/company/estonia/edp-auto-ou.eed9co2z6.html
94,https://www.info-clipper.com/en/company/united-states/invacare-corporation.usd19skye.html,https://www.info-clipper.com/en/company/united-kingdom/swann-morton-ltd.gbd4rotgd.html,https://www.info-clipper.com/en/company/italy/faam-research-center-srl.itd79uz2s.html,https://www.info-clipper.com/en/company/estonia/east-capital-real-estate-as.eed5ye2uh.html
95,https://www.info-clipper.com/en/company/united-states/harris-teeter-supermarkets-inc.usds5czb.html,https://www.info-clipper.com/en/company/united-kingdom/swann-morton-limited.gbd8d8dkd.html,https://www.info-clipper.com/en/company/italy/acciaierie-ditalia-spa.itd79h831.html,https://www.info-clipper.com/en/company/estonia/emor-as.eed61nfgo.html
96,https://www.info-clipper.com/en/company/united-states/grand-cypress-florida-lp.usdd127wp.html,https://www.info-clipper.com/en/company/united-kingdom/subsea-7-limited.gbd3oren7.html,https://www.info-clipper.com/en/company/italy/interporto-rivalta-scrivia-spa.itd75wm0n.html,https://www.info-clipper.com/en/company/estonia/vbh-estonia-ou.eed952x12.html
97,https://www.info-clipper.com/en/company/united-states/trump-international-management-corp.usdfzjng1.html,https://www.info-clipper.com/en/company/united-kingdom/subsea-7-international-contracting-limited.gbd83t12c.html,https://www.info-clipper.com/en/company/italy/twinset-spa.itd5m87h0.html,https://www.info-clipper.com/en/company/estonia/vkg-oil-as.eed5yc8j6.html
98,https://www.info-clipper.com/en/company/united-states/biomarin-pharmaceutical-inc.usd464w9.html,https://www.info-clipper.com/en/company/united-kingdom/subsea-7-international-holdings-limited.gbd3n6rri.html,https://www.info-clipper.com/en/company/italy/metallum-metal-trading-srl.itd8i7o77.html,https://www.info-clipper.com/en/company/estonia/wienerberger-as.eed898ji9.html
99,https://www.info-clipper.com/en/company/united-states/telesign-corporation.usd712ji.html,https://www.info-clipper.com/en/company/united-kingdom/subsea-7-offshore-resources-limited.gbd3lgh4y.html,https://www.info-clipper.com/en/company/italy/telecom-italia-spa.itd738mah.html,https://www.info-clipper.com/en/company/estonia/healthcare-investment-and-consulting-international-hici-ou.eed9co0lv.html
100,https://www.info-clipper.com/en/company/united-states/gbt-us-llc.usd1b9hp7.html,https://www.info-clipper.com/en/company/united-kingdom/edf-energy-limited.gbd3yubyn.html,https://www.info-clipper.com/en/company/italy/bureau-veritas-certest-srl.itd5let0f.html,https://www.info-clipper.com/en/company/estonia/estonian-cell-as.eed8ulnlm.html
101,https://www.info-clipper.com/en/company/united-states/chevron-oronite-company-llc.usda4vbro.html,https://www.info-clipper.com/en/company/united-kingdom/uk-power-networks-limited.gbd3y67ai.html,https://www.info-clipper.com/en/company/italy/bureau-veritas-italia-spa.itd8i15vp.html,https://www.info-clipper.com/en/company/estonia/lindstrom-ou.eedao088n.html
102,https://www.info-clipper.com/en/company/united-states/tripadvisor-inc.usd1ann5p.html,https://www.info-clipper.com/en/company/united-kingdom/edf-energy-customers-limited.gbd6lhic9.html,https://www.info-clipper.com/en/company/italy/scuderia-ferrari-club-scarl.itd5ll1w7.html,https://www.info-clipper.com/en/company/estonia/nt-bunkering-as.eedao254h.html
103,https://www.info-clipper.com/en/company/united-states/american-axle-manufacturing-holdings-inc.usdqni6u.html,https://www.info-clipper.com/en/company/united-kingdom/edf-trading-markets-limited.gbd3oeczk.html,https://www.info-clipper.com/en/company/italy/leasys-spa.itd799061.html,https://www.info-clipper.com/en/company/estonia/tallinna-kaubamaja-kinnisvara-as.eed5yej53.html
104,https://www.info-clipper.com/en/company/united-states/priority-health-managed-benefits-inc.usdd755kf.html,https://www.info-clipper.com/en/company/united-kingdom/abysse-uk-ltd.gbd3pjrz5.html,https://www.info-clipper.com/en/company/italy/pastificio-lucio-garofalo-spa.itdafohcr.html,https://www.info-clipper.com/en/company/estonia/reddigital-ou.eed8vcz1b.html
105,https://www.info-clipper.com/en/company/united-states/nespresso-usa-inc.usdd54cyx.html,https://www.info-clipper.com/en/company/united-kingdom/vertbaudet-uk-limited.gbd3mjzva.html,https://www.info-clipper.com/en/company/italy/bnp-paribas-lease-group.itd5lz6go.html,https://www.info-clipper.com/en/company/estonia/cortina-invest-ou.eed9cojvb.html
106,https://www.info-clipper.com/en/company/united-states/sprinklr-inc.usdfxkv68.html,https://www.info-clipper.com/en/company/united-kingdom/berkshire-hathaway-international-insurance-limited.gbd7l9hvo.html,https://www.info-clipper.com/en/company/italy/ilsa-spa.itd766aj0.html,https://www.info-clipper.com/en/company/estonia/agritera-ou.eed8d6fls.html
107,https://www.info-clipper.com/en/company/united-states/green-thumb-industries-inc.usd1xlsal.html,https://www.info-clipper.com/en/company/united-kingdom/fortec-distribution-network-limited.gbd6j1rn2.html,https://www.info-clipper.com/en/company/italy/daniela-y-srl.itd77j9w7.html,https://www.info-clipper.com/en/company/estonia/mm-grupp-ou.eed5yc56f.html
108,https://www.info-clipper.com/en/company/united-states/hollister-ohio-llc.usd2cbqnj.html,https://www.info-clipper.com/en/company/united-kingdom/cfc-underwriting-limited.gbd69d03m.html,https://www.info-clipper.com/en/company/italy/poste-air-cargo-srl.itd74bqo7.html,https://www.info-clipper.com/en/company/estonia/harju-elekter-as.eedandf6p.html
109,https://www.info-clipper.com/en/company/united-states/planday-inc.usd1bu05r.html,https://www.info-clipper.com/en/company/united-kingdom/sony-dadc-uk-limited.gbd5rfskm.html,https://www.info-clipper.com/en/company/italy/illva-saronno-holding-spa.itd7388mx.html,https://www.info-clipper.com/en/company/estonia/skype-technologies-ou.eed5yfuqk.html
110,https://www.info-clipper.com/en/company/united-states/cz-usa.usd10b4pf.html,https://www.info-clipper.com/en/company/united-kingdom/sony-interactive-entertainment-europe-limited.gbd69ndu9.html,https://www.info-clipper.com/en/company/italy/illva-saronno-spa.itd79b233.html,https://www.info-clipper.com/en/company/estonia/thermory-as.eed8ulo48.html
111,https://www.info-clipper.com/en/company/united-states/standard-chartered-international-ltd.usdqelyy.html,https://www.info-clipper.com/en/company/united-kingdom/sony-corporate-services-europe-limited.gbd8bmtnm.html,https://www.info-clipper.com/en/company/italy/bcs-automotive-interface-solutions-italy-srl.itd7980uf.html,https://www.info-clipper.com/en/company/estonia/technomar-adrem-as.eed950084.html
112,https://www.info-clipper.com/en/company/united-states/donnelly-mechanical-corp.usd5z754v.html,https://www.info-clipper.com/en/company/united-kingdom/tata-technologies-europe-limited.gbd4ws77c.html,https://www.info-clipper.com/en/company/italy/motork-italia-srl.itd74jn5x.html,https://www.info-clipper.com/en/company/estonia/friendly-finance-ou.eed9cpizj.html
113,https://www.info-clipper.com/en/company/united-states/systecon-llc.usdahqg4.html,https://www.info-clipper.com/en/company/united-kingdom/sony-europe-bv.gbd3pkac2.html,https://www.info-clipper.com/en/company/italy/fimer-spa.itd78w1er.html,https://www.info-clipper.com/en/company/estonia/nordic-contractors-as.eed8ulp4n.html
114,https://www.info-clipper.com/en/company/united-states/dunavant-holding-inc.usd34smi7.html,https://www.info-clipper.com/en/company/united-kingdom/norbrook-laboratories-limited.gbd3jr70d.html,https://www.info-clipper.com/en/company/italy/aec-underwriting-agenzia-di-assicurazione-e-riassicurazione-spa.itd798s5q.html,https://www.info-clipper.com/en/company/estonia/hero-capital-ou.eed9cna97.html
115,https://www.info-clipper.com/en/company/united-states/dunavant-distribution-group-llc.usd1bpqkj.html,https://www.info-clipper.com/en/company/united-kingdom/norbrook-laboratories-limited.gbd3rbw1o.html,https://www.info-clipper.com/en/company/italy/fca-italy-spa-in-forma-fiat-chrysler-automobiles-e-in-forma-abbreviato-fiat-group-automobiles-sp.itdau4y0g.html,https://www.info-clipper.com/en/company/estonia/baltic-international-trading-ou.eed5ydmz5.html
116,https://www.info-clipper.com/en/company/united-states/walt-disney-music-company.usdoi4tw.html,https://www.info-clipper.com/en/company/united-kingdom/hozelock-limited.gbd3koxkw.html,https://www.info-clipper.com/en/company/italy/engie-italia-spa.itd79hzyb.html,https://www.info-clipper.com/en/company/estonia/e-advisors-ou.eed9cp47h.html
117,https://www.info-clipper.com/en/company/united-states/walt-disney-imagineering-research-development-inc.usd37blq8.html,https://www.info-clipper.com/en/company/united-kingdom/hozelock-group-limited.gbd8cx05k.html,https://www.info-clipper.com/en/company/italy/suez-wts-italy-srl.itd7362xa.html,https://www.info-clipper.com/en/company/estonia/advendor-network-ou.eed8vchbn.html
118,https://www.info-clipper.com/en/company/united-states/disney-incorporated.usddn7lfm.html,https://www.info-clipper.com/en/company/united-kingdom/mesh-digital-limited.gbd3usz0i.html,https://www.info-clipper.com/en/company/italy/universita-politecnica-delle-marche.itd8i5l9h.html,https://www.info-clipper.com/en/company/estonia/btcwhale-ou.eed8vdeeg.html
119,https://www.info-clipper.com/en/company/united-states/walt-disney-company-the.usd1xo7nl.html,https://www.info-clipper.com/en/company/united-kingdom/ip-group-plc.gbd3o3abb.html,https://www.info-clipper.com/en/company/italy/labware-spa.itd78v2xv.html,https://www.info-clipper.com/en/company/estonia/coca-cola-hbc-eesti-as.eedanzcx5.html
120,https://www.info-clipper.com/en/company/united-states/boabab-investments-llc.usd1yj11q.html,https://www.info-clipper.com/en/company/united-kingdom/coster-aerosols-limited.gbd3lezoj.html,https://www.info-clipper.com/en/company/italy/kaak-ovens-proofers-srl.itd8zyxjt.html,https://www.info-clipper.com/en/company/estonia/tavid-as.eedao7ss7.html
121,https://www.info-clipper.com/en/company/united-states/hobsons-inc.usddo0x2c.html,https://www.info-clipper.com/en/company/united-kingdom/twofour-broadcast-limited.gbd8bmpdx.html,https://www.info-clipper.com/en/company/italy/pad-srl.itd78ng1t.html,https://www.info-clipper.com/en/company/estonia/bpef-iii-supplementary-investment-facility-usaldusfond.eed8vdl7f.html
122,https://www.info-clipper.com/en/company/united-states/stark-aerospace-inc.usd22vpl.html,https://www.info-clipper.com/en/company/united-kingdom/ps-manor-farm-solar-limited.gbd3mrn3g.html,https://www.info-clipper.com/en/company/italy/carco-srl.itd5ljve0.html,https://www.info-clipper.com/en/company/estonia/funderbeam-markets-ou.eed8mps8r.html
123,https://www.info-clipper.com/en/company/united-states/vertex-aerospace-llc.usd1ifwe9.html,https://www.info-clipper.com/en/company/united-kingdom/manor-farm-ltd.gbd3lcl8d.html,https://www.info-clipper.com/en/company/italy/zuckids-srl.itd7aqxpm.html,https://www.info-clipper.com/en/company/estonia/johnson-johnson-ab-eesti-filiaal.eed9cmhsv.html
124,https://www.info-clipper.com/en/company/united-states/northern-illinois-gas-company.usd44hio.html,https://www.info-clipper.com/en/company/united-kingdom/manor-farm-solar-limited.gbd3lc7ob.html,https://www.info-clipper.com/en/company/italy/italiana-petroli-spa.itd76dgbt.html,https://www.info-clipper.com/en/company/estonia/rail-baltic-estonia-ou.eed8d6dx1.html
125,https://www.info-clipper.com/en/company/united-states/franklin-templeton-companies-llc.usdd915tg.html,https://www.info-clipper.com/en/company/united-kingdom/united-biscuits-limited.gbd8czlkb.html,https://www.info-clipper.com/en/company/italy/kuwait-petroleum-italia-spa.itd7329af.html,https://www.info-clipper.com/en/company/estonia/balmerk-estonia-ou.eed8d5bjy.html
126,https://www.info-clipper.com/en/company/united-states/ghirardelli-chocolate-co.usda2hkzi.html,https://www.info-clipper.com/en/company/united-kingdom/bookingcom-transport-limited.gbdc8528m.html,https://www.info-clipper.com/en/company/italy/advice-technology-petroleum-srl.itd73uza5.html,https://www.info-clipper.com/en/company/estonia/balmerk-distribution-ou.eed8vczmg.html
127,https://www.info-clipper.com/en/company/united-states/mylan-inc.usdzayql.html,https://www.info-clipper.com/en/company/united-kingdom/uml-bondi-limited.gbd3pr05g.html,https://www.info-clipper.com/en/company/italy/gruppo-torinese-trasporti-spa.itdaezslk.html,https://www.info-clipper.com/en/company/estonia/feb-as.eedao6dkz.html
128,https://www.info-clipper.com/en/company/united-states/viatris-inc.usd1xzcda.html,https://www.info-clipper.com/en/company/united-kingdom/cranfield-university.gbd3hp09x.html,https://www.info-clipper.com/en/company/italy/gtt-communications-srl.itd5lo02m.html,https://www.info-clipper.com/en/company/estonia/santa-monica-networks-as.eed8uixdu.html
129,https://www.info-clipper.com/en/company/united-states/apg-asset-management-us-inc.usd8228l.html,https://www.info-clipper.com/en/company/united-kingdom/red-bull-technology-limited.gbdc8a4sw.html,https://www.info-clipper.com/en/company/italy/gtt-italy-srl.itd78g1yl.html,https://www.info-clipper.com/en/company/estonia/pernod-ricard-estonia-ou.eed615x68.html
130,https://www.info-clipper.com/en/company/united-states/abm-industry-groups-llc.usd1bzcd5.html,https://www.info-clipper.com/en/company/united-kingdom/bell-truck-sales-limited.gbd3iv8z4.html,https://www.info-clipper.com/en/company/italy/gtt-communications-italy-srl.itd7a8lt1.html,https://www.info-clipper.com/en/company/estonia/magnum-logistics-ou.eed9cmisd.html
131,https://www.info-clipper.com/en/company/united-states/marlin-business-services-corp.usd2ae5h5.html,https://www.info-clipper.com/en/company/united-kingdom/odfjell-technology-ltd.gbd70seaq.html,https://www.info-clipper.com/en/company/italy/johnson-controls-italia-srl.itd72wh92.html,https://www.info-clipper.com/en/company/estonia/threod-systems-ou.eed8d5h7k.html
132,https://www.info-clipper.com/en/company/united-states/greenbrier-companies-inc-the.usdevxge.html,https://www.info-clipper.com/en/company/united-kingdom/elsevier-limited.gbd4wk939.html,https://www.info-clipper.com/en/company/italy/johnson-matthey-italia-srl.itde6bjrb.html,https://www.info-clipper.com/en/company/estonia/symantec-estonia-ou.eed61whv8.html
133,https://www.info-clipper.com/en/company/united-states/payoneer-inc.usdd8bxt0.html,https://www.info-clipper.com/en/company/united-kingdom/relx-plc.gbd3h69ro.html,https://www.info-clipper.com/en/company/italy/namirial-spa.itd7ab97q.html,https://www.info-clipper.com/en/company/estonia/creditinfo-eesti-as.eedan66or.html
134,https://www.info-clipper.com/en/company/united-states/aptiv-services-us-llc.usddrf9ad.html,https://www.info-clipper.com/en/company/united-kingdom/relx-limited.gbd3tlx2m.html,https://www.info-clipper.com/en/company/italy/marcegaglia-plates-spa.itd77i6sv.html,https://www.info-clipper.com/en/company/estonia/krm-advisor-ou.eed9cp4kg.html
135,https://www.info-clipper.com/en/company/united-states/azuga-inc.usdlqb1j.html,https://www.info-clipper.com/en/company/united-kingdom/relx-limited.gbdcvt7pt.html,https://www.info-clipper.com/en/company/italy/palletways-italia-spa.itdaf1mdc.html,https://www.info-clipper.com/en/company/estonia/fiesta-real-estate-as.eedah1176.html
136,https://www.info-clipper.com/en/company/united-states/1-800-flowerscom-inc.usdddnn4j.html,https://www.info-clipper.com/en/company/united-kingdom/womad-limited.gbd5pxxz1.html,https://www.info-clipper.com/en/company/italy/coim-spa-chimica-organica-industriale-milanese.itd737e4a.html,https://www.info-clipper.com/en/company/estonia/lpd-ou.eed9cofp9.html
137,https://www.info-clipper.com/en/company/united-states/kinetik-holdings-inc.usd1bz7t0.html,https://www.info-clipper.com/en/company/united-kingdom/vibrant-brands-limited.gbd3mgh0j.html,https://www.info-clipper.com/en/company/italy/mecomer-srl.itd7bwfnf.html,https://www.info-clipper.com/en/company/estonia/hestia-hotel-group-ou.eed8d6gw1.html
138,https://www.info-clipper.com/en/company/united-states/federated-investment-management-company.usddng08p.html,https://www.info-clipper.com/en/company/united-kingdom/saga-shipholding-limited.gbd3lhnyu.html,https://www.info-clipper.com/en/company/italy/saviola-holding-srl.itd74j5uv.html,https://www.info-clipper.com/en/company/estonia/karatchange-ou.eed8vct66.html
139,https://www.info-clipper.com/en/company/united-states/federated-hermes-inc.usdsp1yk.html,https://www.info-clipper.com/en/company/united-kingdom/wood-group-engineering-operations-support-limited.gbd8450uz.html,https://www.info-clipper.com/en/company/italy/rimax-technology-srl.itd74iohf.html,https://www.info-clipper.com/en/company/estonia/greiner-packaging-as.eed8986z1.html
140,https://www.info-clipper.com/en/company/united-states/federated-investment-counseling.usdd36szm.html,https://www.info-clipper.com/en/company/united-kingdom/jcb-service.gbd3ly24h.html,https://www.info-clipper.com/en/company/italy/studio-boost-srl.itd778hpt.html,https://www.info-clipper.com/en/company/estonia/krm-agent-ou.eed8d5x2d.html
141,https://www.info-clipper.com/en/company/united-states/stein-roe-investment-counsel-inc.usd4s4lq.html,https://www.info-clipper.com/en/company/united-kingdom/jcb-finance-ltd.gbd3rjj30.html,https://www.info-clipper.com/en/company/italy/elifriulia-spa.itd74xiwn.html,https://www.info-clipper.com/en/company/estonia/alexela-energia-as.eed61wie9.html
142,https://www.info-clipper.com/en/company/united-states/dynetics-inc.usd18xc47.html,https://www.info-clipper.com/en/company/united-kingdom/shell-uk-limited.gbd3h8qcy.html,https://www.info-clipper.com/en/company/italy/a-menarini-diagnostics-srl.itde670sz.html,https://www.info-clipper.com/en/company/estonia/trigon-capital-as.eed8z26q6.html
143,https://www.info-clipper.com/en/company/united-states/atlas-air-inc.usdd6yzv9.html,https://www.info-clipper.com/en/company/united-kingdom/lightsource-simba-limited.gbd3nlp66.html,https://www.info-clipper.com/en/company/italy/sidel-spa.itd7a08v2.html,https://www.info-clipper.com/en/company/estonia/matchit-ou.eed8d5gf3.html
144,https://www.info-clipper.com/en/company/united-states/block-inc.usdfxqp5y.html,https://www.info-clipper.com/en/company/united-kingdom/legalzoom-international-holdings-ltd.gbd3orpgu.html,https://www.info-clipper.com/en/company/italy/evp-ii-cavallino-srl.itd7behsd.html,https://www.info-clipper.com/en/company/estonia/sl34-ou.eed8vcple.html
145,https://www.info-clipper.com/en/company/united-states/netcracker-technology-corporation.usde1ij59.html,https://www.info-clipper.com/en/company/united-kingdom/liverpool-football-club-limited.gbd8vcd39.html,https://www.info-clipper.com/en/company/italy/ferrero-spa.itd74bzys.html,https://www.info-clipper.com/en/company/estonia/kawe-puit-ou.eed9cnhsz.html
146,https://www.info-clipper.com/en/company/united-states/ck-franchising-inc.usd1z1j1k.html,https://www.info-clipper.com/en/company/united-kingdom/rubix-uk-limited.gbd3iuaer.html,https://www.info-clipper.com/en/company/italy/ca-indosuez-wealth.itd7chpo7.html,https://www.info-clipper.com/en/company/estonia/ericsson-eesti-as.eedao2k89.html
147,https://www.info-clipper.com/en/company/united-states/ps-holdco-llc.usd1cfxm8.html,https://www.info-clipper.com/en/company/united-kingdom/rubix-international-limited.gbd3yetyh.html,https://www.info-clipper.com/en/company/italy/ca-indosuez-fiduciaria-spa.itd748is5.html,https://www.info-clipper.com/en/company/estonia/enefit-energiatootmine-as.eedao7sd2.html
148,https://www.info-clipper.com/en/company/united-states/block-usa.usdej27w4.html,https://www.info-clipper.com/en/company/united-kingdom/rubix-group-international-limited.gbd3l8eu8.html,https://www.info-clipper.com/en/company/italy/ca-indosuez-wealth-europe.itd774ubz.html,https://www.info-clipper.com/en/company/estonia/swetrak-as.eedaphitc.html
149,https://www.info-clipper.com/en/company/united-states/aurora-capital-partners-lp.usd97770r.html,https://www.info-clipper.com/en/company/united-kingdom/virtus-ltd.gbd3hwaop.html,https://www.info-clipper.com/en/company/italy/hra-pharma-italia-srl.itd74vn8e.html,https://www.info-clipper.com/en/company/estonia/etra-balti-as.eed61z3ax.html
150,https://www.info-clipper.com/en/company/united-states/kallidus-inc.usd2ym4q4.html,https://www.info-clipper.com/en/company/united-kingdom/lombard-odier-asset-management-limited.gbd3ksedz.html,https://www.info-clipper.com/en/company/italy/advanz-pharma-italia-srl.itd741qfa.html,https://www.info-clipper.com/en/company/estonia/levira-as.eed61wh61.html
151,https://www.info-clipper.com/en/company/united-states/william-morris-endeavor-entertainment-llc.usd17ms5f.html,https://www.info-clipper.com/en/company/united-kingdom/quilter-international-holdings-limited.gbd3td344.html,https://www.info-clipper.com/en/company/italy/advanz-pharma-specialty-medicine-italia-srl.itd5lkuk9.html,https://www.info-clipper.com/en/company/estonia/pharaon-holding-ou.eed9cptjg.html
152,https://www.info-clipper.com/en/company/united-states/wme-img-llc.usddqs0xz.html,https://www.info-clipper.com/en/company/united-kingdom/ineos-limited.gbd3ok7uv.html,https://www.info-clipper.com/en/company/italy/sit-spa.itd72xswm.html,https://www.info-clipper.com/en/company/estonia/maristech-ou.eed604df1.html
153,https://www.info-clipper.com/en/company/united-states/lucasfilm-ltd-llc.usdzt0a2.html,https://www.info-clipper.com/en/company/united-kingdom/gf-financial-markets-limited.gbd3hyp0u.html,https://www.info-clipper.com/en/company/italy/aeffe-spa.itd79ptgw.html,https://www.info-clipper.com/en/company/estonia/dsv-transport-as.eed62bxt8.html
154,https://www.info-clipper.com/en/company/united-states/lucasfilm-entertainment-company-ltd-llc.usda5ye1g.html,https://www.info-clipper.com/en/company/united-kingdom/sumitomo-mitsui-trust-bank-limited.gbd3hyai4.html,https://www.info-clipper.com/en/company/italy/moschino-spa.itd7a36kx.html,
155,https://www.info-clipper.com/en/company/united-states/duvaltex-inc.usdngdh.html,https://www.info-clipper.com/en/company/united-kingdom/mitsui-co-europe-plc.gbd6kwrlt.html,https://www.info-clipper.com/en/company/italy/in-out-spa.itd9bhsvs.html,
156,https://www.info-clipper.com/en/company/united-states/sony-corporation-of-america.usd9yhx3e.html,https://www.info-clipper.com/en/company/united-kingdom/smbc-bank-international-plc.gbdc52gzu.html,https://www.info-clipper.com/en/company/italy/out-in-spa.itd7780q7.html,
157,https://www.info-clipper.com/en/company/united-states/dynegy-north-america-inc.usdwezp8.html,https://www.info-clipper.com/en/company/united-kingdom/mitsui-osk-lines-limited.gbd3hmu83.html,https://www.info-clipper.com/en/company/italy/governo-della-repubblica-italiana.itd8hx86c.html,
158,https://www.info-clipper.com/en/company/united-states/engie-resources-llc.usd1nc8ks.html,https://www.info-clipper.com/en/company/united-kingdom/mitsui-company-limited.gbd3q5yhj.html,https://www.info-clipper.com/en/company/italy/loro-piana-spa.itd78cpnx.html,
159,https://www.info-clipper.com/en/company/united-states/airbus-helicopters-inc.usd27vj6x.html,https://www.info-clipper.com/en/company/united-kingdom/mitsui-bussan-commodities-ltd.gbd3unecz.html,https://www.info-clipper.com/en/company/italy/sace-bt-spa.itd8zwu03.html,
160,https://www.info-clipper.com/en/company/united-states/cynosure-llc.usdcwkx8s.html,https://www.info-clipper.com/en/company/united-kingdom/jones-lang-lasalle-limited.gbd3rbsmu.html,https://www.info-clipper.com/en/company/italy/modecor-italiana-srl.itd7kp1ec.html,
161,https://www.info-clipper.com/en/company/united-states/gadsden-regional-medical-center-llc.usd2jg16a.html,https://www.info-clipper.com/en/company/united-kingdom/jones-lang-lasalle-europe-limited.gbd3y6iww.html,https://www.info-clipper.com/en/company/italy/ferrari-societaper-azioni-esercizio-fabbriche-automobili-e-corse.itd73affc.html,
162,https://www.info-clipper.com/en/company/united-states/interpublic-group-of-companies-inc-the.usd45q9q.html,https://www.info-clipper.com/en/company/united-kingdom/jones-lang-lasalle-services-limited.gbdc6al9g.html,https://www.info-clipper.com/en/company/italy/dirickx-italia-srl.itd7aty14.html,
163,https://www.info-clipper.com/en/company/united-states/rga-media-group-inc.usd1dgc0g.html,https://www.info-clipper.com/en/company/united-kingdom/the-institution-of-engineering-and-technology.gbd3x5p1i.html,https://www.info-clipper.com/en/company/italy/radar-concerti-srl.itd7a7he1.html,
164,https://www.info-clipper.com/en/company/united-states/deutsch-inc.usd18sv5q.html,https://www.info-clipper.com/en/company/united-kingdom/volante-global-limited.gbd3p09ix.html,https://www.info-clipper.com/en/company/italy/era-srl.itd72v8ey.html,
165,https://www.info-clipper.com/en/company/united-states/nevada-power-company.usd45erv.html,https://www.info-clipper.com/en/company/united-kingdom/ab-agri-limited.gbd3ia4ff.html,https://www.info-clipper.com/en/company/italy/tenable-network-security-netherlands-bv.itd78t80z.html,
